"FileName","InfPath","ModelName","Class","Provider","Date","Version","HardwareIDs"
"dptf_acpi.inf","drivers\leap-t304-sf20pa6w\03-dptf-v8-7-10201-13396\dptf_acpi.inf","leap-t304-sf20pa6w","System","%INTEL%","01/21/2020","8.7.10201.13396","ACPI"
"dptf_cpu.inf","drivers\leap-t304-sf20pa6w\03-dptf-v8-7-10201-13396\dptf_cpu.inf","leap-t304-sf20pa6w","System","%INTEL%","01/21/2020","8.7.10201.13396","PCI"
"txei.inf","drivers\leap-t304-sf20pa6w\04-txe-v3-1-65-2318\drivers\win10\txei.inf","leap-t304-sf20pa6w","System","%Provider%","07/23/2016","3.0.0.1115","PCI"
"txei.inf","drivers\leap-t304-sf20pa6w\04-txe-v3-1-65-2318\drivers\win7\txei.inf","leap-t304-sf20pa6w","System","%Provider%","07/23/2016","3.0.0.1115","PCI"
"SPD.inf","drivers\leap-t304-sf20pa6w\04-txe-v3-1-65-2318\spd\SPD.inf","leap-t304-sf20pa6w","System","%ManufacturerName%","06/14/2016","3.0.0.1104",""
"HidEventFilter.inf","drivers\leap-t304-sf20pa6w\05-hid-event-filter-v2-2-1-375\HidEventFilter.inf","leap-t304-sf20pa6w","HIDClass","%INTEL%","11/14/2018","2.2.1.375","ACPI"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\JFP\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\SDP\Win10Release\Win32\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\SDP\Win10Release\x64\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\SFP\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\STP\Win32\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\STP\x64\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\THP\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\WP\Win32\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","05/04/2018","20.60.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\WP\x64\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","05/04/2018","20.60.0.4","USB"
"ibtusb.inf","drivers\leap-t304-sf20pa6w\07-bt-intel-ac7265-v20-70-0-4\WSP\ibtusb.inf","leap-t304-sf20pa6w","Bluetooth","%PROVIDER_NAME%","07/05/2018","20.70.0.4","USB"
"Netwtw04.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\UWD\Netwtw04.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","19.51.13.2 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwtw06.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\UWD\Netwtw06.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","05/30/2018","20.60.2.2 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwsw02.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\Win7\Netwsw02.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","18.33.13.4 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwsw04.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\Win7\Netwsw04.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","19.10.13.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwbw02.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\WinB\Netwbw02.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","18.33.13.4 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwbw04.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\WinB\Netwbw04.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","19.10.13.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwbw02.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\WinT\Netwbw02.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","18.33.13.4 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwtw02.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\WinT\Netwtw02.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","18.33.13.4 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwtw04.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\WinT\Netwtw04.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","04/29/2018","19.51.13.2 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwtw06.INF","drivers\leap-t304-sf20pa6w\08-wifi-intel-ac7265-v20-60-2-2\Win7Plus\Win64\Drivers\WinT\Netwtw06.INF","leap-t304-sf20pa6w","net","%PROVIDER_NAME%","05/30/2018","20.60.2.2 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"RtsUer.inf","drivers\leap-t304-sf20pa6w\09-card-reader-v10-0-18362-31250\RtsUer.inf","leap-t304-sf20pa6w","USB","%RTS%","05/28/2019","10.0.18362.31250","USB"
"HDXWHITE.inf","drivers\leap-t304-sf20pa6w\10-audio-v8475-2018-0702\HDXWHITE.inf","leap-t304-sf20pa6w","MEDIA","%OrganizationName%","06/26/2018","6.0.1.8475","HDAUDIO"
"HDX_WhiteExt_RTK.inf","drivers\leap-t304-sf20pa6w\10-audio-v8475-2018-0702\Realtek\CodecExtOem_RTK_8475\HDX_WhiteExt_RTK.inf","leap-t304-sf20pa6w","Extension","%OrganizationName%","06/26/2018","6.0.1.8475","HDAUDIO;INTELAUDIO"
"RealtekAPO.inf","drivers\leap-t304-sf20pa6w\10-audio-v8475-2018-0702\Realtek\RealtekAPO_627\RealtekAPO.inf","leap-t304-sf20pa6w","SoftwareComponent","%Realtek%","06/25/2018","11.0.6000.627",""
"RealtekHSA.inf","drivers\leap-t304-sf20pa6w\10-audio-v8475-2018-0702\Realtek\RealtekHSA_121\RealtekHSA.inf","leap-t304-sf20pa6w","SoftwareComponent","%Realtek%","06/25/2018","11.0.6000.121",""
"RealtekService.inf","drivers\leap-t304-sf20pa6w\10-audio-v8475-2018-0702\Realtek\RealtekService_80\RealtekService.inf","leap-t304-sf20pa6w","SoftwareComponent","%Realtek%","06/25/2018","1.0.0.80",""
