"FileName","InfPath","ModelName","Class","Provider","Date","Version","HardwareIDs"
"txei.inf","drivers\leap-t304-sf20gm7\04-txe-v4-0-20-1311v2\win10\txei.inf","leap-t304-sf20gm7","System","%Provider%","06/13/2019","1924.4.0.1062","PCI"
"dptf_acpi.inf","drivers\leap-t304-sf20gm7\05-dptf-v8-6-10401-9906\drivers\x64\dptf_acpi.inf","leap-t304-sf20gm7","System","%INTEL%","06/14/2019","8.6.10401.9906","ACPI"
"dptf_cpu.inf","drivers\leap-t304-sf20gm7\05-dptf-v8-6-10401-9906\drivers\x64\dptf_cpu.inf","leap-t304-sf20gm7","System","%INTEL%","06/14/2019","8.6.10401.9906","PCI"
"HDXECS.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\HDXECS.inf","leap-t304-sf20gm7","MEDIA","%OrganizationName%","02/23/2021","6.0.9123.1","HDAUDIO"
"HDXSSTECS.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\HDXSSTECS.inf","leap-t304-sf20gm7","MEDIA","%OrganizationName%","02/23/2021","6.0.9123.1","INTELAUDIO"
"HDXSSTWHITE.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\HDXSSTWHITE.inf","leap-t304-sf20gm7","MEDIA","%OrganizationName%","02/23/2021","6.0.9123.1","HDAUDIO;INTELAUDIO"
"HDX_ECSExt_RTK.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\ExtRtk_9123.1\HDX_ECSExt_RTK.inf","leap-t304-sf20gm7","Extension","%OrganizationName%","02/23/2021","6.0.9123.1","HDAUDIO"
"HDX_ECSExt_RTK_KD.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\ExtRtk_9123.1\HDX_ECSExt_RTK_KD.inf","leap-t304-sf20gm7","Extension","%OrganizationName%","02/23/2021","6.0.9123.1","INTELAUDIO"
"HDX_WhiteExt_RTK.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\ExtRtk_9123.1\HDX_WhiteExt_RTK.inf","leap-t304-sf20gm7","Extension","%OrganizationName%","02/23/2021","6.0.9123.1","HDAUDIO;INTELAUDIO"
"RealtekAPO.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\RealtekAPO_876\RealtekAPO.inf","leap-t304-sf20gm7","SoftwareComponent","%Realtek%","02/23/2021","11.0.6000.876",""
"RealtekASIO.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\RealtekASIO_7\RealtekASIO.inf","leap-t304-sf20gm7","SoftwareComponent","%Realtek%","12/07/2020","1.0.0.7",""
"RealtekHSA.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\RealtekHSA_245\RealtekHSA.inf","leap-t304-sf20gm7","SoftwareComponent","%Realtek%","02/18/2021","11.0.6000.245",""
"RealtekService.inf","drivers\leap-t304-sf20gm7\06-audio-v9123-1-2021-0226\Win64\Realtek\RealtekService_345\RealtekService.inf","leap-t304-sf20gm7","SoftwareComponent","%Realtek%","02/25/2021","1.0.0.345",""
"AmUStorU.inf","drivers\leap-t304-sf20gm7\07-cardreader-alcor-v2-0-152-10130\AmUStorU.inf","leap-t304-sf20gm7","USB","%VENDOR%","04/22/2020","2.0.152.10130","USB"
"RtsUer.inf","drivers\leap-t304-sf20gm7\07-cardreader-v10-0-18362-31255\DrvBin32\RtsUer.inf","leap-t304-sf20gm7","USB","%RTS%","09/23/2019","10.0.18362.31255","USB"
"RtsUer.inf","drivers\leap-t304-sf20gm7\07-cardreader-v10-0-18362-31255\DrvBin64\RtsUer.inf","leap-t304-sf20gm7","USB","%RTS%","09/23/2019","10.0.18362.31255","USB"
"PieComponent.INF","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Components\PieComponent\PieComponent.INF","leap-t304-sf20gm7","SoftwareComponent","%ManufacturerName%","11/25/2020","22.1020.0.2 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY",""
"Netwtw04.INF","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Components\WiFiDriver\Netwtw04.INF","leap-t304-sf20gm7","net","%PROVIDER_NAME%","09/15/2020","19.51.31.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwtw06.INF","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Components\WiFiDriver\Netwtw06.INF","leap-t304-sf20gm7","net","%PROVIDER_NAME%","09/15/2020","20.70.19.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"Netwtw08.INF","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Components\WiFiDriver\Netwtw08.INF","leap-t304-sf20gm7","net","%PROVIDER_NAME%","11/30/2020","22.20.0.6 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"PieExtension.INF","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Extensions\PieExtension.INF","leap-t304-sf20gm7","Extension","%ManufacturerName%","11/25/2020","22.1020.0.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"WifiDrv04Customizations.inf","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Extensions\WifiDrv04Customizations.inf","leap-t304-sf20gm7","Extension","%Provider%","09/15/2020","19.51.31.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"WifiDrv06Customizations.inf","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Extensions\WifiDrv06Customizations.inf","leap-t304-sf20gm7","Extension","%Provider%","09/15/2020","20.70.19.1 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"WifiDrv08Customizations.inf","drivers\leap-t304-sf20gm7\08-wifi-intel-ac-9461-9560-v22-20-0-6\Extensions\WifiDrv08Customizations.inf","leap-t304-sf20gm7","Extension","%PROVIDER_NAME%","11/30/2020","22.20.0.6 ;DATE HAS TO BE IN FOLLOWING FORMAT MM/DD/YYYY","PCI"
"netrtwlane.inf","drivers\leap-t304-sf20gm7\08-wifi-realtek-rtl-8821-8822ce-v2024-0-10-112\RTWLANE_Driver\Win10X64\netrtwlane.inf","leap-t304-sf20gm7","Net","%Realtek%","12/23/2019","2024.0.10.112","PCI"
"netrtwlane.inf","drivers\leap-t304-sf20gm7\08-wifi-realtek-rtl-8821-8822ce-v2024-0-10-112\RTWLANE_Driver\Win10X86\netrtwlane.inf","leap-t304-sf20gm7","Net","%Realtek%","12/23/2019","2024.0.10.112","PCI"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\CCP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\HRP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\JFP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\SDP\Win10Release\Win32\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","07/10/2020","20.100.7.1","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\SDP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","07/10/2020","20.100.7.1","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\SFP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\STP\Win10Release\Win32\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","07/10/2020","20.100.7.1","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\STP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","07/10/2020","20.100.7.1","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\THP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\TYP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"ibtusb.inf","drivers\leap-t304-sf20gm7\09-bt-intel-ac9461-9560-v22-20-0-3\WSP\Win10Release\x64\ibtusb.inf","leap-t304-sf20gm7","Bluetooth","%PROVIDER_NAME%","11/27/2020","22.20.0.3","USB"
"Rtkfilter.inf","drivers\leap-t304-sf20gm7\09-bt-realtek-rtl-8821-8822ce-v1019-3002-0618-2019\Win10X64\Rtkfilter.inf","leap-t304-sf20gm7","Bluetooth","%REALTEK%","06/18/2019","1.7.1019.3002","USB"
"Rtkfilter.inf","drivers\leap-t304-sf20gm7\09-bt-realtek-rtl-8821-8822ce-v1019-3002-0618-2019\Win10X86\Rtkfilter.inf","leap-t304-sf20gm7","Bluetooth","%REALTEK%","06/18/2019","1.7.1019.2002","USB"
"ApolloLakeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\ApolloLake\ApolloLakeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.17.1","PCI"
"AvotonSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Avoton\AvotonSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"AvotonUSB.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Avoton\AvotonUSB.inf","leap-t304-sf20pa6w","USB","%INTEL%","07/18/1968","10.1.3.1","PCI"
"Baytrail-ISystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Baytrail-I\Baytrail-ISystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI;ACPI"
"BraswellSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Braswell\BraswellSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"Broadwell-DESystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Broadwell-DE\Broadwell-DESystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"BroadwellSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Broadwell\BroadwellSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"CannonLake-HSDHost.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-H\CannonLake-HSDHost.inf","leap-t304-sf20pa6w","SDHost","%INTEL%","07/18/1968","10.1.16.6","PCI"
"CannonLake-HSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-H\CannonLake-HSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.16.6","PCI"
"CannonLake-HSystemLPSS.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-H\CannonLake-HSystemLPSS.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.16.6","ACPI;PCI"
"CannonLake-HSystemNorthpeak.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-H\CannonLake-HSystemNorthpeak.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.16.6","PCI"
"CannonLake-HSystemThermal.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-H\CannonLake-HSystemThermal.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.16.6","PCI"
"CannonLake-LPSDHost.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-LP\CannonLake-LPSDHost.inf","leap-t304-sf20pa6w","SDHost","%INTEL%","07/18/1968","10.1.15.5","PCI"
"CannonLake-LPSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-LP\CannonLake-LPSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.15.5","PCI"
"CannonLake-LPSystemLPSS.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-LP\CannonLake-LPSystemLPSS.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.15.5","PCI"
"CannonLake-LPSystemNorthpeak.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-LP\CannonLake-LPSystemNorthpeak.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.15.5","PCI"
"CannonLake-LPSystemThermal.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CannonLake-LP\CannonLake-LPSystemThermal.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.15.5","PCI"
"CoffeelakeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Coffeelake\CoffeelakeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.14.7","PCI"
"ColetoCreekSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\ColetoCreek\ColetoCreekSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"CommonSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Common\CommonSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","ACPI"
"CougarPointSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CougarPoint\CougarPointSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"CougarPointUSB.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\CougarPoint\CougarPointUSB.inf","leap-t304-sf20pa6w","USB","%INTEL%","07/18/1968","10.1.3.1","PCI"
"CrystalwellSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Crystalwell\CrystalwellSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"DenvertonPorts.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Denverton\DenvertonPorts.inf","leap-t304-sf20pa6w","Ports","%INTEL%","07/18/1968","10.1.19.1","PCI"
"DenvertonSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Denverton\DenvertonSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.19.1","PCI"
"GeminilakeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Geminilake\GeminilakeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.13.3","PCI;ACPI"
"GeminilakeSystemGMM.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Geminilake\GeminilakeSystemGMM.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.13.3","PCI"
"GeminilakeSystemLPSS.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Geminilake\GeminilakeSystemLPSS.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.13.3","ACPI;PCI"
"GeminilakeSystemNorthpeak.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Geminilake\GeminilakeSystemNorthpeak.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.13.3","PCI"
"HaswellESystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\HaswellE\HaswellESystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","ACPI;PCI"
"HaswellSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Haswell\HaswellSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"IvyBridgeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\IvyBridge\IvyBridgeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"IvyTownSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\IvyTown\IvyTownSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"JaketownSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Jaketown\JaketownSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"KabyLakePCH-HSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\KabyLakePCH-H\KabyLakePCH-HSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.11.4","PCI"
"KabyLakePCH-HSystemLPSS.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\KabyLakePCH-H\KabyLakePCH-HSystemLPSS.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.11.4","PCI"
"KabyLakePCH-HSystemNorthpeak.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\KabyLakePCH-H\KabyLakePCH-HSystemNorthpeak.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.11.4","PCI"
"KabyLakePCH-HSystemThermal.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\KabyLakePCH-H\KabyLakePCH-HSystemThermal.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.11.4","PCI"
"KabylakeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Kabylake\KabylakeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.10.4","PCI"
"KabylakeSystemGMM.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Kabylake\KabylakeSystemGMM.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.10.4","PCI"
"KnightsLandingSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\KnightsLanding\KnightsLandingSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"LewisburgSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Lewisburg\LewisburgSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.9.2","ACPI;PCI"
"LynxPointLPSensor.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\LynxPointLP\LynxPointLPSensor.inf","leap-t304-sf20pa6w","Sensor","%INTEL%","07/18/1968","10.1.3.1","HID"
"LynxPointLPSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\LynxPointLP\LynxPointLPSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"LynxPointSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\LynxPoint\LynxPointSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"Lynxpoint-HRefreshSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Lynxpoint-HRefresh\Lynxpoint-HRefreshSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"NULL_HECISystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\NULL_HECI\NULL_HECISystem.inf","leap-t304-sf20pa6w","System","%INTEL%","01/04/2013","0.0.0.1","PCI"
"PantherPointSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\PantherPoint\PantherPointSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"PatsburgSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Patsburg\PatsburgSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"PatsburgUSB.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Patsburg\PatsburgUSB.inf","leap-t304-sf20pa6w","USB","%INTEL%","07/18/1968","10.1.3.1","PCI"
"SandyBridgeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SandyBridge\SandyBridgeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"Skylake-ESystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Skylake-E\Skylake-ESystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.8.5","PCI;ACPI"
"SkylakeSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Skylake\SkylakeSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.7.3","PCI"
"SkylakeSystemGMM.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Skylake\SkylakeSystemGMM.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.7.3","PCI"
"SkylakeSystemThermal.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Skylake\SkylakeSystemThermal.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.7.3","PCI"
"SunrisePoint-HSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-H\SunrisePoint-HSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.6.2","PCI"
"SunrisePoint-HSystemLPSS.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-H\SunrisePoint-HSystemLPSS.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.6.2","ACPI;PCI"
"SunrisePoint-HSystemThermal.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-H\SunrisePoint-HSystemThermal.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.6.2","PCI"
"SunrisePoint-LPSDHost.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-LP\SunrisePoint-LPSDHost.inf","leap-t304-sf20pa6w","SDHost","%INTEL%","07/18/1968","10.1.5.2","PCI"
"SunrisePoint-LPSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-LP\SunrisePoint-LPSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.5.2","PCI"
"SunrisePoint-LPSystemLPSS.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-LP\SunrisePoint-LPSystemLPSS.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.5.2","ACPI;PCI"
"SunrisePoint-LPSystemNorthpeak.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-LP\SunrisePoint-LPSystemNorthpeak.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.5.2","PCI"
"SunrisePoint-LPSystemThermal.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\SunrisePoint-LP\SunrisePoint-LPSystemThermal.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.5.2","PCI"
"ValleyView2System.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\ValleyView2\ValleyView2System.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI;ACPI"
"ValleyView2USB.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\ValleyView2\ValleyView2USB.inf","leap-t304-sf20pa6w","USB","%INTEL%","07/18/1968","10.1.3.1","PCI"
"WellsburgSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Wellsburg\WellsburgSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"WellsburgUSB.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\Wellsburg\WellsburgUSB.inf","leap-t304-sf20pa6w","USB","%INTEL%","07/18/1968","10.1.3.1","PCI"
"WildcatPointLPSystem.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\WildcatPointLP\WildcatPointLPSystem.inf","leap-t304-sf20pa6w","System","%INTEL%","07/18/1968","10.1.3.1","PCI"
"WildcatPointLPUSB.inf","drivers\leap-t304-sf20pa6w\01-chipset-v10-1-17968-8131\WildcatPointLP\WildcatPointLPUSB.inf","leap-t304-sf20pa6w","USB","%INTEL%","07/18/1968","10.1.3.1","PCI"
"iaLPSS2_GPIO2_BXT_P.inf","drivers\leap-t304-sf20pa6w\02-serial-io-v30-100-1750-1\iaLPSS2_GPIO2_BXT_P.inf","leap-t304-sf20pa6w","System","%INTEL%","12/12/2017","30.100.1750.1","ACPI"
"iaLPSS2_I2C_BXT_P.inf","drivers\leap-t304-sf20pa6w\02-serial-io-v30-100-1750-1\iaLPSS2_I2C_BXT_P.inf","leap-t304-sf20pa6w","System","%INTEL%","12/12/2017","30.100.1750.1","PCI"
"iaLPSS2_SPI_BXT_P.inf","drivers\leap-t304-sf20pa6w\02-serial-io-v30-100-1750-1\iaLPSS2_SPI_BXT_P.inf","leap-t304-sf20pa6w","System","%INTEL%","12/12/2017","30.100.1750.1","PCI"
"iaLPSS2_UART2_BXT_P.inf","drivers\leap-t304-sf20pa6w\02-serial-io-v30-100-1750-1\iaLPSS2_UART2_BXT_P.inf","leap-t304-sf20pa6w","System","%INTEL%","12/12/2017","30.100.1750.1","PCI"
"dptf_acpi.inf","drivers\leap-t304-sf20pa6w\03-dptf-v8-5-10101-6917\dptf_acpi.inf","leap-t304-sf20pa6w","System","%INTEL%","08/28/2018","8.5.10101.6917","ACPI"
"dptf_cpu.inf","drivers\leap-t304-sf20pa6w\03-dptf-v8-5-10101-6917\dptf_cpu.inf","leap-t304-sf20pa6w","System","%INTEL%","08/28/2018","8.5.10101.6917","PCI"
